initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
11 326 371 382 0 NULL NULL NULL
4 319 371 379 0 NULL NULL NULL
18 343 388 398 0 NULL NULL NULL
4 320 365 376 0 NULL NULL NULL
10 326 371 381 0 NULL NULL NULL
11 326 371 382 0 NULL NULL NULL
10 325 371 381 0 NULL NULL NULL
12 339 384 393 0 NULL NULL NULL
9 323 368 378 0 NULL NULL NULL
5 318 363 373 0 NULL NULL NULL
6 323 367 378 0 NULL NULL NULL
8 322 366 377 0 NULL NULL NULL
4 320 364 373 0 NULL NULL NULL
5 319 364 374 0 NULL NULL NULL
7 324 368 377 0 NULL NULL NULL
10 326 371 381 0 NULL NULL NULL
10 327 372 383 0 NULL NULL NULL
10 325 369 378 0 NULL NULL NULL
5 322 366 375 0 NULL NULL NULL
5 322 367 378 0 NULL NULL NULL
7 322 366 377 0 NULL NULL NULL
12 327 373 384 0 NULL NULL NULL
9 334 379 389 0 NULL NULL NULL
9 323 368 377 0 NULL NULL NULL
6 319 363 374 0 NULL NULL NULL
4 318 363 372 0 NULL NULL NULL
7 325 370 380 0 NULL NULL NULL
9 323 369 379 0 NULL NULL NULL
6 323 368 377 0 NULL NULL NULL
6 325 370 380 0 NULL NULL NULL
9 323 368 379 0 NULL NULL NULL
11 334 379 389 0 NULL NULL NULL
5 321 367 376 0 NULL NULL NULL
5 320 365 376 0 NULL NULL NULL
8 325 369 378 0 NULL NULL NULL
4 320 364 375 0 NULL NULL NULL
4 319 363 373 0 NULL NULL NULL
4 320 364 375 0 NULL NULL NULL
12 331 375 385 0 NULL NULL NULL
7 322 367 377 0 NULL NULL NULL
5 324 368 379 0 NULL NULL NULL
7 322 367 377 0 NULL NULL NULL
4 319 363 373 0 NULL NULL NULL
4 321 366 377 0 NULL NULL NULL
8 321 366 375 0 NULL NULL NULL
8 324 368 379 0 NULL NULL NULL
12 327 371 381 0 NULL NULL NULL
5 319 364 375 0 NULL NULL NULL
5 322 367 376 0 NULL NULL NULL
9 324 368 378 0 NULL NULL NULL
8 327 372 382 0 NULL NULL NULL
6 322 368 377 0 NULL NULL NULL
5 324 369 380 0 NULL NULL NULL
5 324 368 379 0 NULL NULL NULL
8 324 369 381 0 NULL NULL NULL
8 326 371 381 0 NULL NULL NULL
12 326 371 382 0 NULL NULL NULL
5 322 367 377 0 NULL NULL NULL
6 321 366 376 0 NULL NULL NULL
12 328 372 383 0 NULL NULL NULL
4 320 364 374 0 NULL NULL NULL
8 323 367 378 0 NULL NULL NULL
8 330 374 382 0 NULL NULL NULL
7 326 371 382 1 5 170.777771 350.555542
5 320 365 374 0 NULL NULL NULL
4 320 365 376 0 NULL NULL NULL
11 327 372 381 0 NULL NULL NULL
4 320 364 374 0 NULL NULL NULL
9 325 370 381 0 NULL NULL NULL
11 327 372 381 1 9 189.761902 357.523804
5 319 363 374 0 NULL NULL NULL
5 321 365 376 0 NULL NULL NULL
7 326 372 380 0 NULL NULL NULL
11 325 369 378 0 NULL NULL NULL
7 324 368 378 0 NULL NULL NULL
9 325 369 380 0 NULL NULL NULL
4 318 362 373 0 NULL NULL NULL
4 320 365 375 0 NULL NULL NULL
12 329 374 384 0 NULL NULL NULL
20 355 400 409 0 NULL NULL NULL
9 326 370 380 0 NULL NULL NULL
8 325 369 377 1 11 201.844452 357.111115
5 322 366 376 0 NULL NULL NULL
14 331 375 383 0 NULL NULL NULL
9 325 370 380 0 NULL NULL NULL
5 321 370 380 0 NULL NULL NULL
7 330 375 386 0 NULL NULL NULL
6 324 369 380 1 12 202.259262 357.000000
11 327 373 383 0 NULL NULL NULL
6 321 365 375 0 NULL NULL NULL
4 318 362 374 0 NULL NULL NULL
5 322 367 377 0 NULL NULL NULL
12 330 375 385 0 NULL NULL NULL
5 322 367 378 1 8 227.500000 354.000000
18 336 381 390 0 NULL NULL NULL
5 320 364 375 0 NULL NULL NULL
11 326 371 381 0 NULL NULL NULL
5 320 365 375 0 NULL NULL NULL
7 327 371 380 0 NULL NULL NULL
5 323 369 377 1 8 227.500000 354.000000
10 326 370 381 0 NULL NULL NULL
5 320 364 374 0 NULL NULL NULL
5 320 363 374 0 NULL NULL NULL
4 320 364 375 0 NULL NULL NULL
5 316 360 369 0 NULL NULL NULL
19 336 380 389 1 11 250.982452 353.596497
10 322 367 375 0 NULL NULL NULL
7 324 369 378 0 NULL NULL NULL
5 320 366 375 0 NULL NULL NULL
10 324 368 379 0 NULL NULL NULL
7 324 369 379 0 NULL NULL NULL
8 324 368 378 1 11 261.017548 355.561401
5 320 364 375 0 NULL NULL NULL
5 320 364 373 0 NULL NULL NULL
4 318 363 373 0 NULL NULL NULL
4 319 363 374 0 NULL NULL NULL
5 329 374 383 0 NULL NULL NULL
11 327 371 381 1 12 260.549988 355.333344
5 316 359 367 0 NULL NULL NULL
18 332 377 385 0 NULL NULL NULL
6 316 361 369 0 NULL NULL NULL
11 326 370 378 0 NULL NULL NULL
8 326 371 381 0 NULL NULL NULL
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
5 321 365 376 1 9 198.393936 397.393951
44 361 405 415 1 9 197.846161 397.333344
18 332 376 387 1 9 204.333328 400.133331
5 320 365 376 1 8 206.166672 399.500000
8 329 374 385 0 NULL NULL NULL
13 334 379 390 0 NULL NULL NULL
7 328 372 382 0 NULL NULL NULL
5 327 371 382 0 NULL NULL NULL
7 325 369 380 0 NULL NULL NULL
7 323 368 378 0 NULL NULL NULL
11 327 372 381 0 NULL NULL NULL
5 323 368 377 0 NULL NULL NULL
6 318 362 371 0 NULL NULL NULL
9 319 364 373 0 NULL NULL NULL
9 327 372 382 0 NULL NULL NULL
12 330 374 385 0 NULL NULL NULL
7 324 367 378 0 NULL NULL NULL
5 320 364 373 0 NULL NULL NULL
12 334 379 390 0 NULL NULL NULL
5 325 370 381 0 NULL NULL NULL
5 322 367 376 0 NULL NULL NULL
9 330 375 386 0 NULL NULL NULL
6 322 367 375 0 NULL NULL NULL
6 321 365 374 0 NULL NULL NULL
11 332 377 388 0 NULL NULL NULL
10 329 374 383 1 19 58.881721 470.021515
6 321 366 374 0 NULL NULL NULL
7 330 374 386 1 19 58.881721 470.021515
5 323 368 379 1 19 159.061722 435.493835
7 326 371 382 1 20 158.633331 435.755554
8 342 386 398 1 16 184.458328 419.750000
7 326 370 379 1 11 203.757568 413.939392
10 328 372 381 1 11 205.215683 418.803925
6 327 374 382 1 7 207.809525 421.047607
12 328 373 383 1 7 211.047623 419.190491
5 321 366 377 1 8 210.222229 419.777771
5 319 363 372 1 8 219.866669 417.500000
7 321 366 375 1 9 222.399994 418.933319
5 321 365 376 0 NULL NULL NULL
6 324 369 377 0 NULL NULL NULL
10 329 373 384 0 NULL NULL NULL
7 326 373 383 0 NULL NULL NULL
8 331 376 385 0 NULL NULL NULL
9 326 371 382 0 NULL NULL NULL
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
5 319 489 533 544 1 9 198.393936 397.393951
32 346 515 559 567 1 7 202.133331 398.133331
13 327 496 540 549 1 7 203.809525 400.047607
7 322 492 537 547 1 8 206.000000 399.750000
12 328 499 543 554 0 NULL NULL NULL
6 320 491 536 544 0 NULL NULL NULL
8 325 501 545 557 0 NULL NULL NULL
7 326 495 540 550 0 NULL NULL NULL
10 323 491 536 547 0 NULL NULL NULL
6 330 500 544 555 0 NULL NULL NULL
5 320 489 534 544 0 NULL NULL NULL
5 326 498 542 553 0 NULL NULL NULL
8 326 500 544 553 0 NULL NULL NULL
6 322 492 536 546 0 NULL NULL NULL
10 329 502 547 558 0 NULL NULL NULL
12 330 500 544 556 0 NULL NULL NULL
5 317 487 531 541 0 NULL NULL NULL
6 320 492 537 547 0 NULL NULL NULL
11 327 500 544 554 0 NULL NULL NULL
6 326 496 540 548 0 NULL NULL NULL
14 329 501 546 556 0 NULL NULL NULL
16 330 502 547 558 0 NULL NULL NULL
13 319 489 533 542 0 NULL NULL NULL
5 321 492 537 546 0 NULL NULL NULL
10 327 497 542 552 0 NULL NULL NULL
5 324 495 544 554 1 19 58.881721 470.021515
2 318 488 532 541 1 15 59.051281 470.410248
11 326 496 540 551 1 18 59.000000 470.044434
12 329 499 544 555 1 19 159.061722 435.493835
6 322 494 538 556 1 17 184.613327 419.653320
9 326 497 542 553 1 5 203.444443 409.222229
14 332 507 555 564 1 10 203.699997 414.000000
5 325 498 545 556 1 11 205.044449 418.911102
5 336 512 556 565 1 8 207.875000 420.875000
5 318 489 535 542 1 8 210.708328 419.625000
5 320 495 539 555 1 10 216.694443 416.833344
6 326 502 549 560 1 10 219.833328 417.750000
7 348 523 568 580 1 8 222.388885 418.888885
12 329 503 548 557 0 NULL NULL NULL
5 323 500 544 552 0 NULL NULL NULL
10 332 505 581 592 0 NULL NULL NULL
11 329 501 545 556 0 NULL NULL NULL
15 335 504 548 560 0 NULL NULL NULL
5 321 499 543 578 0 NULL NULL NULL
9 325 494 538 558 0 NULL NULL NULL
4 320 497 542 550 0 NULL NULL NULL
12 332 506 554 565 0 NULL NULL NULL
4 323 494 540 570 0 NULL NULL NULL
9 323 493 538 547 0 NULL NULL NULL
5 324 496 541 549 0 NULL NULL NULL
12 329 504 554 563 0 NULL NULL NULL
10 329 499 544 553 0 NULL NULL NULL
10 334 506 554 564 0 NULL NULL NULL
22 344 515 560 571 0 NULL NULL NULL
9 328 496 540 549 0 NULL NULL NULL
5 322 491 535 543 0 NULL NULL NULL
5 319 485 529 539 0 NULL NULL NULL
8 321 490 535 543 0 NULL NULL NULL
5 319 489 533 543 0 NULL NULL NULL
7 319 491 535 543 0 NULL NULL NULL
5 319 492 536 547 0 NULL NULL NULL
10 322 497 541 551 0 NULL NULL NULL
9 328 498 542 553 0 NULL NULL NULL
15 330 498 543 554 0 NULL NULL NULL
6 317 487 530 539 0 NULL NULL NULL
8 325 493 538 548 0 NULL NULL NULL
5 319 488 532 542 0 NULL NULL NULL
15 328 497 541 551 0 NULL NULL NULL
5 320 489 533 544 0 NULL NULL NULL
12 329 499 544 554 0 NULL NULL NULL
6 320 490 534 545 0 NULL NULL NULL
5 320 489 534 542 1 23 340.747131 418.356323
6 323 491 535 544 1 7 380.666656 382.666656
12 326 504 548 559 1 18 396.500000 389.399994
17 343 512 556 566 1 15 412.080811 393.535339
5 321 492 537 548 1 12 425.777771 392.916656
5 321 491 536 548 1 13 437.174591 391.650787
10 326 496 540 550 1 12 447.348480 386.500000
7 320 489 533 545 0 NULL NULL NULL
8 328 498 542 553 1 10 447.000000 386.777771
5 315 481 524 535 1 7 479.523804 377.761902
11 326 495 539 547 1 8 486.500000 381.500000
5 324 491 534 544 0 NULL NULL NULL
5 323 494 538 549 1 8 495.500000 381.000000
5 322 493 537 547 1 8 499.000000 379.266663
9 326 497 542 553 1 5 502.222229 380.555542
6 319 489 533 543 1 7 506.095245 382.095245
5 318 486 530 541 1 9 507.666656 384.564117
5 320 490 536 546 0 NULL NULL NULL
9 323 492 537 548 0 NULL NULL NULL
14 329 499 544 555 1 9 507.761902 383.666656
8 324 494 539 548 0 NULL NULL NULL
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
5 319 487 531 542 1 9 198.393936 397.393951
34 347 515 559 570 1 7 202.133331 398.133331
14 330 498 543 553 1 9 204.333328 400.133331
4 319 487 532 542 1 8 206.250000 399.750000
6 319 488 532 539 0 NULL NULL NULL
9 323 491 535 544 0 NULL NULL NULL
8 325 493 536 547 0 NULL NULL NULL
5 319 488 532 542 0 NULL NULL NULL
5 319 492 536 546 0 NULL NULL NULL
5 325 500 546 556 0 NULL NULL NULL
5 320 494 538 546 0 NULL NULL NULL
6 323 494 538 547 0 NULL NULL NULL
10 323 491 535 546 0 NULL NULL NULL
7 320 489 532 542 0 NULL NULL NULL
8 325 498 544 552 0 NULL NULL NULL
12 334 504 548 558 0 NULL NULL NULL
23 337 506 550 560 0 NULL NULL NULL
17 330 499 543 554 0 NULL NULL NULL
8 325 497 542 552 0 NULL NULL NULL
14 328 496 539 550 0 NULL NULL NULL
5 319 490 535 544 0 NULL NULL NULL
5 320 488 531 540 0 NULL NULL NULL
6 318 487 530 541 0 NULL NULL NULL
7 322 493 537 546 0 NULL NULL NULL
5 320 490 534 543 0 NULL NULL NULL
5 329 498 543 552 1 19 58.881721 470.021515
9 325 496 541 552 0 NULL NULL NULL
9 329 506 552 563 1 19 58.881721 470.021515
5 323 494 539 550 1 19 159.061722 435.493835
6 323 492 536 545 1 17 184.613327 419.653320
7 328 499 544 555 1 15 185.311111 419.244446
6 330 502 547 557 1 11 203.757568 413.939392
9 324 492 538 547 1 11 205.044449 418.911102
5 321 490 534 545 1 8 207.875000 420.875000
21 342 513 558 569 1 7 211.047623 419.190491
8 327 497 542 554 1 10 216.694443 416.833344
8 327 503 547 557 1 8 219.833328 417.750000
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
5 327 499 543 553 1 9 198.393936 397.393951
31 351 523 567 577 1 7 202.133331 398.133331
14 332 505 549 558 1 7 203.809525 400.047607
6 325 498 543 554 1 8 206.000000 399.750000
5 320 490 535 543 0 NULL NULL NULL
7 321 490 533 542 0 NULL NULL NULL
8 329 499 544 555 0 NULL NULL NULL
10 353 523 567 578 0 NULL NULL NULL
7 321 491 535 545 0 NULL NULL NULL
4 346 517 562 574 0 NULL NULL NULL
5 319 489 534 545 0 NULL NULL NULL
19 340 512 557 568 0 NULL NULL NULL
6 321 491 535 545 0 NULL NULL NULL
6 320 488 533 543 0 NULL NULL NULL
4 320 489 548 556 0 NULL NULL NULL
5 319 489 534 545 0 NULL NULL NULL
12 328 498 543 552 0 NULL NULL NULL
5 317 486 530 541 0 NULL NULL NULL
15 331 500 545 556 0 NULL NULL NULL
13 328 497 541 552 0 NULL NULL NULL
14 329 500 545 555 0 NULL NULL NULL
8 322 503 546 555 0 NULL NULL NULL
5 319 486 530 541 0 NULL NULL NULL
6 319 491 535 546 0 NULL NULL NULL
7 324 500 544 552 0 NULL NULL NULL
8 318 486 530 539 1 19 58.881721 470.021515
16 331 498 543 552 1 15 59.051281 470.410248
8 326 494 538 550 1 18 59.000000 470.044434
12 326 515 559 569 1 19 159.061722 435.493835
7 321 517 562 571 1 17 184.613327 419.653320
7 324 492 539 549 1 5 203.444443 409.222229
5 324 493 537 548 1 10 203.699997 414.000000
6 318 485 529 539 1 11 205.044449 418.911102
10 322 491 536 546 1 8 207.875000 420.875000
5 326 497 543 551 1 8 210.708328 419.625000
5 324 495 541 552 1 10 216.694443 416.833344
8 326 496 540 551 1 10 219.833328 417.750000
9 322 491 534 544 1 8 222.388885 418.888885
7 321 489 532 542 0 NULL NULL NULL
13 330 499 544 553 0 NULL NULL NULL
6 323 493 537 545 0 NULL NULL NULL
10 319 486 531 540 0 NULL NULL NULL
8 327 499 544 554 0 NULL NULL NULL
7 328 499 574 584 0 NULL NULL NULL
9 324 493 537 547 0 NULL NULL NULL
4 314 480 524 534 0 NULL NULL NULL
6 321 493 538 549 0 NULL NULL NULL
5 321 490 534 544 0 NULL NULL NULL
5 316 483 526 536 0 NULL NULL NULL
11 326 497 541 552 0 NULL NULL NULL
8 324 496 540 548 0 NULL NULL NULL
11 323 494 538 548 0 NULL NULL NULL
22 335 503 547 557 0 NULL NULL NULL
8 320 489 533 542 0 NULL NULL NULL
8 330 502 546 557 0 NULL NULL NULL
10 327 497 542 551 0 NULL NULL NULL
8 326 496 540 549 0 NULL NULL NULL
11 325 493 537 548 0 NULL NULL NULL
4 318 488 532 543 0 NULL NULL NULL
5 324 494 538 548 0 NULL NULL NULL
5 318 488 531 542 0 NULL NULL NULL
5 317 487 530 540 0 NULL NULL NULL
7 314 479 522 531 0 NULL NULL NULL
12 324 491 534 543 0 NULL NULL NULL
10 322 488 532 541 0 NULL NULL NULL
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
6 325 497 541 550 1 9 198.393936 397.393951
35 352 522 565 574 1 8 201.500000 398.000000
11 325 497 543 554 1 9 203.333328 399.564117
10 325 495 539 548 1 10 205.119049 399.523804
6 323 516 561 569 1 11 193.564102 396.666656
5 325 496 543 551 1 9 206.393936 401.060608
8 323 493 540 551 1 9 206.422226 401.422211
9 325 494 537 547 1 10 205.944443 401.583344
5 317 485 529 539 1 9 206.564102 401.333344
7 320 490 537 547 1 10 206.000000 401.222229
11 327 499 543 552 1 8 205.750000 401.000000
9 325 497 541 550 1 9 205.333328 400.333344
17 331 499 543 552 0 NULL NULL NULL
8 322 491 536 546 0 NULL NULL NULL
4 319 486 530 539 0 NULL NULL NULL
7 317 486 530 541 0 NULL NULL NULL
10 325 494 538 547 0 NULL NULL NULL
6 321 490 538 549 0 NULL NULL NULL
16 333 502 546 555 0 NULL NULL NULL
5 319 487 531 539 0 NULL NULL NULL
6 320 489 533 541 0 NULL NULL NULL
7 323 494 538 546 0 NULL NULL NULL
9 329 499 545 553 0 NULL NULL NULL
21 337 510 555 564 0 NULL NULL NULL
14 336 508 553 562 0 NULL NULL NULL
10 323 493 537 546 1 19 58.881721 470.021515
5 315 485 530 541 1 19 58.881721 470.021515
6 319 489 533 543 1 19 132.526886 449.569885
5 320 490 534 543 1 20 158.781250 435.739594
6 320 489 533 541 1 17 184.613327 419.653320
7 323 496 540 550 1 6 203.500000 409.000000
5 322 493 546 557 1 10 203.699997 414.000000
5 322 491 535 543 1 11 204.929825 418.614044
5 318 487 530 540 1 9 207.422226 420.422211
5 320 494 539 550 1 10 209.833328 419.833344
13 332 502 547 556 1 10 216.694443 416.833344
15 331 504 548 560 1 10 219.285721 417.428558
12 328 500 545 556 1 10 221.583328 418.583344
9 325 495 540 548 1 8 222.500000 419.000000
9 326 495 540 550 1 8 223.699997 419.399994
8 326 494 538 549 1 8 224.500000 419.500000
9 323 492 536 545 1 10 224.812500 419.708344
8 322 493 537 547 1 9 225.577774 419.577789
5 321 493 537 547 1 8 225.583328 419.666656
6 323 495 540 551 1 7 225.809525 419.904755
5 320 488 532 540 1 7 225.809525 419.904755
5 320 490 533 542 1 7 225.809525 419.904755
5 321 492 537 548 1 7 226.666672 420.666656
8 324 495 540 551 0 NULL NULL NULL
7 323 491 536 545 0 NULL NULL NULL
5 320 490 534 544 0 NULL NULL NULL
5 319 487 531 540 0 NULL NULL NULL
30 346 517 561 571 0 NULL NULL NULL
9 325 495 539 549 0 NULL NULL NULL
9 323 491 535 544 0 NULL NULL NULL
9 322 491 535 545 0 NULL NULL NULL
5 317 486 530 539 0 NULL NULL NULL
9 323 492 536 545 0 NULL NULL NULL
5 322 491 535 545 0 NULL NULL NULL
5 318 485 529 541 0 NULL NULL NULL
5 319 489 534 544 0 NULL NULL NULL
11 329 502 548 557 0 NULL NULL NULL
7 322 492 538 549 0 NULL NULL NULL
8 343 516 560 569 0 NULL NULL NULL
7 323 494 539 549 0 NULL NULL NULL
8 322 497 541 553 0 NULL NULL NULL
6 321 492 537 547 0 NULL NULL NULL
9 323 496 540 553 0 NULL NULL NULL
6 321 491 536 547 0 NULL NULL NULL
9 321 489 534 543 0 NULL NULL NULL
7 321 494 539 549 0 NULL NULL NULL
10 322 493 538 547 1 26 339.850891 419.105255
6 319 487 532 542 1 7 380.666656 382.666656
6 319 488 533 544 1 18 397.000000 389.500000
5 320 490 535 546 1 17 412.205139 393.786316
5 318 486 530 541 1 11 425.969696 392.848480
5 323 493 539 550 1 13 437.174591 391.650787
9 326 496 541 552 1 12 447.348480 386.500000
8 323 494 538 547 1 12 447.348480 386.500000
9 326 495 540 551 1 10 473.111115 380.055542
10 326 496 541 551 1 7 479.523804 377.761902
10 326 492 536 545 1 8 486.500000 381.500000
6 321 492 536 545 1 8 486.500000 381.500000
5 320 489 533 544 1 8 495.416656 381.222229
5 319 491 539 549 1 9 498.577789 379.422211
5 330 500 544 555 1 5 502.222229 380.555542
9 326 497 541 551 1 7 506.095245 382.095245
5 320 489 533 544 1 9 507.577789 384.422211
5 321 491 535 544 1 8 508.000000 384.000000
9 321 491 535 544 1 8 508.000000 384.000000
7 320 491 535 546 1 9 508.333344 386.743591
11 325 493 538 547 1 8 507.933319 387.366669
6 314 481 525 533 1 9 507.393951 387.939392
7 320 487 530 539 1 8 507.500000 388.500000
11 324 492 536 545 1 8 507.000000 389.000000
9 320 488 533 543 1 8 506.733337 389.000000
9 318 484 527 537 1 8 506.733337 389.000000
4 315 483 527 537 1 8 506.733337 389.000000
5 319 487 536 544 1 7 506.809509 388.761902
5 317 487 530 539 1 6 506.750000 388.666656
6 319 487 532 541 1 7 506.952393 388.190491
15 325 493 536 545 1 7 506.733337 388.266663
13 332 502 547 557 1 12 10.000000 371.500000
7 325 493 537 548 1 12 10.000000 371.500000
9 325 495 539 549 1 14 46.000000 375.500000
12 328 498 542 552 1 18 67.500000 374.000000
10 358 532 578 589 1 19 91.881721 369.559143
6 325 502 547 556 1 15 116.873016 363.555542
16 335 504 549 557 1 14 140.750000 380.321442
5 318 486 530 540 1 15 154.827164 386.580261
9 331 504 548 559 1 15 154.827164 386.580261
11 324 493 537 547 1 12 185.878784 393.181824
6 319 489 533 543 1 12 196.766663 399.450012
5 318 486 529 540 1 14 209.015152 404.106049
8 320 488 532 543 1 10 223.261902 405.738098
8 322 491 535 546 1 14 233.111115 409.314819
5 319 489 533 544 1 14 244.000000 412.000000
11 326 497 541 552 1 13 265.746033 413.206360
10 325 494 538 549 1 13 265.746033 413.206360
6 319 490 535 545 1 11 285.111115 414.955566
9 323 493 538 548 1 10 294.111115 416.388885
5 319 488 532 542 1 11 302.736847 419.807007
5 318 487 532 540 1 11 309.372559 419.960785
5 318 488 534 544 1 9 316.484863 419.484863
6 321 491 535 546 1 12 327.899994 420.283325
8 325 495 540 549 1 12 333.100006 419.283325
9 322 493 538 549 1 12 333.100006 419.283325
8 322 492 537 547 1 9 341.422211 418.577789
7 319 489 533 542 1 10 345.000000 418.500000
8 322 492 536 546 1 9 347.871796 419.051270
5 319 489 533 543 1 8 349.250000 417.833344
6 318 489 533 543 1 9 352.757568 418.393951
9 321 490 534 544 1 8 352.583344 418.083344
8 321 490 534 544 1 8 353.266663 418.799988
6 319 490 534 544 1 8 353.266663 418.799988
5 320 488 532 542 1 8 353.000000 418.500000
5 318 489 532 543 1 7 352.904755 418.095245
4 318 489 532 541 1 6 353.000000 418.000000
6 320 489 532 543 1 5 352.777771 418.222229
9 325 494 539 549 1 5 353.333344 418.666656
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
1 319 486 532 543 0 NULL NULL NULL
31 346 519 562 572 1 43 470.481476 270.599121
17 327 495 538 549 1 99 473.576843 299.311371
9 322 493 536 547 1 94 473.721436 299.576202
4 315 483 526 536 1 38 470.550323 270.657227
15 329 497 540 551 1 63 453.961151 302.930481
4 316 484 527 538 1 64 453.830658 302.903229
10 324 490 533 544 1 33 410.528198 292.292297
9 321 487 530 542 1 68 442.867157 301.719818
8 325 492 536 548 1 128 454.775360 285.702911
4 312 480 523 535 1 37 442.132263 302.100525
5 314 479 522 531 1 37 396.555542 236.473434
5 316 485 528 539 1 38 454.313721 266.764709
8 330 500 543 553 1 32 436.576019 228.263153
10 321 488 531 542 1 28 437.540222 227.287354
6 315 481 524 535 1 39 380.642273 236.512192
10 320 487 531 541 1 24 379.858978 237.384613
9 322 488 532 541 1 46 372.085571 233.765762
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
2 321 493 537 550 0 NULL NULL NULL
49 367 537 582 592 1 43 470.481476 270.599121
13 326 505 548 560 1 99 473.576843 299.311371
4 323 493 537 546 1 94 473.721436 299.576202
10 323 497 541 553 1 38 470.550323 270.657227
13 332 502 547 559 1 63 453.961151 302.930481
12 329 500 545 555 1 64 453.830658 302.903229
9 326 497 541 551 1 33 410.528198 292.292297
9 327 501 545 555 1 68 442.867157 301.719818
3 321 493 537 546 1 128 454.775360 285.702911
initialPart backgroundSubtraction averageBackgroundUpdate thresholding blobdetection nrOfBlobs blobArea centroidX controidY
5 325 497 541 554 1 17 245.278915 303.625854
41 356 527 572 583 1 17 245.426361 303.713165
11 325 495 540 549 1 16 255.777771 299.952393
5 318 489 533 543 1 15 265.931610 296.829071
5 320 491 536 544 1 15 265.931610 296.829071
10 328 498 543 551 1 15 265.931610 296.829071
8 326 498 542 553 1 17 275.863953 293.516998
6 320 491 536 547 1 16 275.782623 293.543488
9 326 497 543 553 1 16 275.782623 293.543488
8 324 493 537 546 1 16 285.280304 290.265137
16 332 501 545 555 1 16 285.341278 290.158722
20 334 503 548 557 1 16 285.475006 290.116669
11 324 495 540 551 1 16 294.266663 287.500000
10 324 498 544 554 1 16 294.173615 287.437500
7 323 495 539 550 1 16 294.289856 287.456512
7 322 493 537 546 1 18 303.000000 284.500000
5 319 488 532 542 1 17 303.052277 284.522888
5 321 489 533 542 1 17 303.056732 284.524811
9 324 494 539 550 1 17 311.056732 282.063843
5 321 492 537 548 1 16 311.000000 282.101440
8 324 494 538 547 1 16 311.000000 282.101440
4 318 491 535 546 1 17 318.843536 279.625854
8 327 497 541 553 1 15 318.858154 279.609924
5 319 489 533 543 1 15 318.682159 279.689911
4 319 488 532 541 1 16 325.291656 278.000000
4 318 489 534 543 1 16 325.260864 277.891296
4 319 492 536 544 1 16 325.378784 277.886353
6 328 500 545 556 1 16 331.431824 276.409088
5 325 497 541 551 1 16 331.431824 276.409088
5 323 493 538 548 1 16 331.500000 276.309509
8 327 499 544 554 1 16 337.000000 275.000000
13 330 503 548 560 1 16 337.000000 275.000000
4 320 489 533 542 1 16 337.119049 275.047607
5 319 489 532 542 1 16 342.194458 273.583344
4 322 492 536 545 1 16 342.194458 273.583344
9 324 494 538 547 1 16 342.194458 273.583344
4 320 493 537 546 1 16 346.905792 272.521729
8 323 493 538 549 1 16 346.905792 272.521729
9 327 498 542 551 1 16 346.905792 272.521729
8 326 496 541 551 1 16 350.500000 271.500000
9 326 496 541 550 1 16 350.590912 271.568176
9 324 497 542 551 1 16 350.690491 271.500000
10 328 498 543 552 1 16 353.863647 270.598480
9 325 494 538 548 1 16 353.863647 270.598480
5 322 491 536 547 1 16 353.863647 270.598480
7 324 497 541 550 1 16 356.739136 270.108704
7 323 493 538 548 1 16 356.739136 270.108704
4 321 491 534 544 1 16 356.739136 270.108704
9 324 495 539 550 1 15 358.844971 269.573639
8 330 503 548 557 1 15 358.886169 269.674805
4 319 490 534 543 1 15 358.693695 269.774780
9 324 495 540 549 1 16 360.409088 269.431824
10 326 496 540 549 1 16 360.409088 269.431824
32 348 519 563 572 1 16 360.409088 269.431824
8 327 500 545 553 1 16 361.500000 269.309509
12 340 514 559 568 1 15 361.447144 269.276428
4 319 491 535 543 1 15 361.447144 269.276428
10 326 496 541 552 1 15 362.162598 269.455292
9 325 496 541 552 1 14 362.212952 269.444458
8 324 497 542 552 1 14 362.187500 269.375000
7 325 495 540 552 1 15 362.459778 269.574707
16 331 501 545 556 1 13 362.456787 269.580261
9 323 494 538 549 1 13 362.859650 269.614044
15 329 500 545 554 1 12 362.916656 269.750000
8 325 495 540 549 1 12 363.200012 270.200012
11 331 502 546 555 1 11 363.476196 269.761902
21 336 506 551 562 1 9 363.555542 270.111115
20 339 510 554 563 0 NULL NULL NULL
10 324 493 537 546 0 NULL NULL NULL
7 322 492 537 548 0 NULL NULL NULL
10 323 492 535 544 0 NULL NULL NULL
8 321 491 534 546 0 NULL NULL NULL
5 317 486 529 540 0 NULL NULL NULL
20 334 504 549 560 0 NULL NULL NULL
